Регион;Округ;Год;Показатель;№ строки;Единица измерения; Значение 
Республика Тыва;СФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;6
Республика Тыва;СФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;76
Республика Тыва;СФО;2021;      в печатных средствах массовой информации;39;ед;36
Республика Тыва;СФО;2021;      в интернет-СМИ;40;ед;21
Республика Тыва;СФО;2021;      ТВ-сюжетов;41;ед;19
Республика Тыва;СФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед; -   
Республика Тыва;СФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед; -   
Республика Тыва;СФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;7219
Республика Тыва;СФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;1171
Тюменская область;УФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;202000
Тюменская область;УФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;565700
Тюменская область;УФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;29583076
Тюменская область;УФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;213
Тюменская область;УФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;4837
Тюменская область;УФО;2021;      в печатных средствах массовой информации;39;ед;1454
Тюменская область;УФО;2021;      в интернет-СМИ;40;ед;3056
Тюменская область;УФО;2021;      ТВ-сюжетов;41;ед;327
Тюменская область;УФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;43
Тюменская область;УФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;151
Тюменская область;УФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;199774
Тюменская область;УФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;26787
Удмуртская Республика;ПФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;55478
Удмуртская Республика;ПФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;3858573
Удмуртская Республика;ПФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб; -   
Удмуртская Республика;ПФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;154
Удмуртская Республика;ПФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;568
Удмуртская Республика;ПФО;2021;      в печатных средствах массовой информации;39;ед;26
Удмуртская Республика;ПФО;2021;      в интернет-СМИ;40;ед;492
Удмуртская Республика;ПФО;2021;      ТВ-сюжетов;41;ед;50
Удмуртская Республика;ПФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;112
Удмуртская Республика;ПФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;31
Удмуртская Республика;ПФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;20881
Удмуртская Республика;ПФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;1450
Ульяновская область;ПФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;1509
Ульяновская область;ПФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;5371
Ульяновская область;ПФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;
Ульяновская область;ПФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;
Ульяновская область;ПФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;177
Ульяновская область;ПФО;2021;      в печатных средствах массовой информации;39;ед;7
Ульяновская область;ПФО;2021;      в интернет-СМИ;40;ед;116
Ульяновская область;ПФО;2021;      ТВ-сюжетов;41;ед;54
Ульяновская область;ПФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;
Ульяновская область;ПФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;10
Ульяновская область;ПФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;8730
Ульяновская область;ПФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;3642
Хабаровский край;ДФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;155950
Хабаровский край;ДФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;47124
Хабаровский край;ДФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;1694500
Хабаровский край;ДФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;62
Хабаровский край;ДФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;650
Хабаровский край;ДФО;2021;      в печатных средствах массовой информации;39;ед;40
Хабаровский край;ДФО;2021;      в интернет-СМИ;40;ед;450
Хабаровский край;ДФО;2021;      ТВ-сюжетов;41;ед;160
Хабаровский край;ДФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед; -   
Хабаровский край;ДФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;10
Хабаровский край;ДФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;3890
Хабаровский край;ДФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;650
Республика Хакасия;СФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;190259
Республика Хакасия;СФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;4120096
Республика Хакасия;СФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;89000
Республика Хакасия;СФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;56
Республика Хакасия;СФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;5022
Республика Хакасия;СФО;2021;      в печатных средствах массовой информации;39;ед;1510
Республика Хакасия;СФО;2021;      в интернет-СМИ;40;ед;3460
Республика Хакасия;СФО;2021;      ТВ-сюжетов;41;ед;52
Республика Хакасия;СФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;10
Республика Хакасия;СФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;3
Республика Хакасия;СФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;8070
Республика Хакасия;СФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;4317
Ханты-Мансийский автономный округ - Югра;УФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;161434
Ханты-Мансийский автономный округ - Югра;УФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;251599
Ханты-Мансийский автономный округ - Югра;УФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб; -   
Ханты-Мансийский автономный округ - Югра;УФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед; -   
Ханты-Мансийский автономный округ - Югра;УФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;2452
Ханты-Мансийский автономный округ - Югра;УФО;2021;      в печатных средствах массовой информации;39;ед;256
Ханты-Мансийский автономный округ - Югра;УФО;2021;      в интернет-СМИ;40;ед;2125
Ханты-Мансийский автономный округ - Югра;УФО;2021;      ТВ-сюжетов;41;ед;71
Ханты-Мансийский автономный округ - Югра;УФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед; -   
Ханты-Мансийский автономный округ - Югра;УФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;83
Ханты-Мансийский автономный округ - Югра;УФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;5360
Ханты-Мансийский автономный округ - Югра;УФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;480
Челябинская область;УФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;1813
Челябинская область;УФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;10294
Челябинская область;УФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;
Челябинская область;УФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;58
Челябинская область;УФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;150
Челябинская область;УФО;2021;      в печатных средствах массовой информации;39;ед;
Челябинская область;УФО;2021;      в интернет-СМИ;40;ед;122
Челябинская область;УФО;2021;      ТВ-сюжетов;41;ед;28
Челябинская область;УФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;18
Челябинская область;УФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;32
Челябинская область;УФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;1466
Челябинская область;УФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;846
Чеченская Республика;СКФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;98
Чеченская Республика;СКФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;308
Чеченская Республика;СКФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;200000
Чеченская Республика;СКФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;11
Чеченская Республика;СКФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;90
Чеченская Республика;СКФО;2021;      в печатных средствах массовой информации;39;ед;11
Чеченская Республика;СКФО;2021;      в интернет-СМИ;40;ед;58
Чеченская Республика;СКФО;2021;      ТВ-сюжетов;41;ед;21
Чеченская Республика;СКФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;13
Чеченская Республика;СКФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;8
Чеченская Республика;СКФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;122000
Чеченская Республика;СКФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;327
Чувашская Республика;ПФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;756000
Чувашская Республика;ПФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;2568000
Чувашская Республика;ПФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;1050000
Чувашская Республика;ПФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;400
Чувашская Республика;ПФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;4460
Чувашская Республика;ПФО;2021;      в печатных средствах массовой информации;39;ед;2515
Чувашская Республика;ПФО;2021;      в интернет-СМИ;40;ед;1650
Чувашская Республика;ПФО;2021;      ТВ-сюжетов;41;ед;295
Чувашская Республика;ПФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед; -   
Чувашская Республика;ПФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед; -   
Чувашская Республика;ПФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;8601
Чувашская Республика;ПФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;1560
Чукотский автономный округ;ДФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;2430
Чукотский автономный округ;ДФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;9690
Чукотский автономный округ;ДФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;46137
Чукотский автономный округ;ДФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;14
Чукотский автономный округ;ДФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;1088
Чукотский автономный округ;ДФО;2021;      в печатных средствах массовой информации;39;ед;14
Чукотский автономный округ;ДФО;2021;      в интернет-СМИ;40;ед;1072
Чукотский автономный округ;ДФО;2021;      ТВ-сюжетов;41;ед;2
Чукотский автономный округ;ДФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;12
Чукотский автономный округ;ДФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;1
Чукотский автономный округ;ДФО;2021;Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;44;чел;996
Чукотский автономный округ;ДФО;2021;Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях;45;ед;1157
Ямало-Ненецкий автономный округ;УФО;2021;Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику;34;чел;74951
Ямало-Ненецкий автономный округ;УФО;2021;Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику;35;ед;180294
Ямало-Ненецкий автономный округ;УФО;2021;Финансирование информационного освещения реализации государственной молодeжной политики;36;руб;245000
Ямало-Ненецкий автономный округ;УФО;2021;Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе;37;ед;128
Ямало-Ненецкий автономный округ;УФО;2021;Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:;38;ед;2364
Ямало-Ненецкий автономный округ;УФО;2021;      в печатных средствах массовой информации;39;ед;601
Ямало-Ненецкий автономный округ;УФО;2021;      в интернет-СМИ;40;ед;1528
Ямало-Ненецкий автономный округ;УФО;2021;      ТВ-сюжетов;41;ед;235
Ямало-Ненецкий автономный округ;УФО;2021;Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;42;ед;1241
Ямало-Ненецкий автономный округ;УФО;2021;Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики;43;ед;47
